Entity,Code,Year,Greenhouse gas emissions from agriculture,Greenhouse gas emissions from land use change and forestry,Greenhouse gas emissions from waste,Greenhouse gas emissions from buildings,Greenhouse gas emissions from industry,Greenhouse gas emissions from manufacturing and construction,Greenhouse gas emissions from transport,Greenhouse gas emissions from electricity and heat,Fugitive emissions of greenhouse gases from energy production,Greenhouse gas emissions from other fuel combustion,Greenhouse gas emissions from bunker fuels
Armenia,ARM,2019,1720000,40000,740000,1470000,540000,440000,2150000,1360000,890000,570000,220000
Armenia,ARM,2020,1730000,40000,740000,1600000,590000,450000,2350000,1440000,890000,630000,120000
Asia,,1990,1948320100,208069950,547210050,949160000,286720000,1662689900,790530000,2140710000,735920060,377620000,168530000
Asia,,1991,1962610000,208069950,560770050,949910000,319170000,1728100000,820430000,2260940000,747810000,389660000,183900000
Asia,,1992,1981550100,208209970,572700000,934500000,364490020,1743130000,857060000,2418490000,747780030,387230000,203050000
Asia,,1993,1981880000,208139950,584630000,956299970,400580000,1786530000,912240060,2604200000,770940000,371890000,203480000
Asia,,1994,2015880100,208070000,598710000,944210050,441990000,1848220000,934390000,2793890000,755650050,380730020,218920000
Asia,,1995,2088480000,209289950,608840000,1024580000,486350000,2058660000,991750000,2951590100,786240000,331410020,223459980
Asia,,1996,2145179900,14249992,617320000,981940030,522009950,1951410000,1084599900,3166620000,807770050,266599970,230720000
Asia,,1997,2083710000,962230000,625850000,1046210000,557520000,1952970000,1074750000,3248770000,819419970,318709980,247900000
Asia,,1998,2110389900,233039980,632480000,973080000,562839940,1993260000,1057260000,3324460000,817410050,316170020,255150000
Asia,,1999,2152960000,65190064,640349950,1012330050,599550000,1873200000,1102770000,3443819800,834560000,332400000,262310000
Asia,,2000,2134120000,-17499988,648460000,990839940,643120000,1930090000,1233200100,3717869800,899810000,267820000,264840000
Asia,,2001,2122869900,-44610010,638950000,987610000,689070000,1993910000,1262199900,3860740000,912000000,277669980,265900000
Asia,,2002,2133930000,447910000,629620000,1017970000,730000000,2054830100,1315420000,4136520000,929710000,282580000,275690020
Asia,,2003,2143230000,104490040,620320000,1044120000,828520000,2223530000,1369840000,4566449700,1024500000,309029980,288420000
Asia,,2004,2190280000,481610020,611830000,1104599900,874640000,2626700000,1474390000,4906360000,1093140000,327020000,318580000
Asia,,2005,2235939800,188129970,604110000,1130560000,946330050,3113780000,1525250000,5173830000,1160140000,344860000,343190000
Asia,,2006,2279480000,572470000,611040060,1154520000,1052990000,3344680200,1578970000,5638940000,1220520100,357010020,367400000
Asia,,2007,2302410200,28089976,617120000,1176420000,1141410000,3611770000,1673700000,6097530400,1265100000,359820000,388100000
Asia,,2008,2334850000,-7479992,623220000,1176150000,1201150100,3766550000,1742610000,6250090000,1304250000,369090000,405140000
Asia,,2009,2357190000,407480000,629800000,1165910000,1302450000,3968050200,1800170000,6540310000,1305540100,369900000,395480000
Asia,,2010,2374590000,23290000,635860000,1202250000,1411010000,4358770000,1891550100,7112100400,1383630000,376130020,432149980
Asia,,2011,2386950000,-55630070,642640000,1244610000,1539850000,4589180400,2001700100,7806160400,1495840000,360920000,449360000
Asia,,2012,2397310000,-31679944,648280000,1234130000,1609500000,4601970000,2140760000,8181370400,1502910100,387100000,446960000
Asia,,2013,2408170000,-63760010,663870000,1256540000,1710260000,4626440000,2237790000,8546230300,1535780000,388000000,456759970
Asia,,2014,2416500000,288699940,680550000,1260570000,1802350100,4693650000,2309250000,8634061000,1554689900,386160000,466420000
Asia,,2015,2435500000,319540130,694920000,1291590000,1792400000,4592649700,2421440000,8548580000,1550420100,387810000,510540000
Asia,,2016,2449930000,9269963,708590000,1322280100,1878760100,4438950400,2473309700,8732460000,1552430100,386890000,536410000
Asia,,2017,2476750000,-36779950,723270000,1353239900,1938939900,4370730000,2570140000,9191800000,1567230000,384510000,553099970
Asia,,2018,2485420000,146270000,737970050,1307770000,2040460000,4490460000,2680919800,9677730000,1612760000,361730020,572430000
Asia,,2019,2477879800,383059900,752710000,1273670000,2126960000,4511420000,2680150300,9884101000,1625620000,347160000,562380000
Asia,,2020,2518329900,-7859995,767430000,1273200100,2187839700,4542400000,2470530000,9786460000,1579260000,341560000,435090000
Australia,AUS,1990,175290000,54850000,19930000,9300000,10810000,43100000,63920000,143290000,21480000,3410000,6550000
Australia,AUS,1991,173570000,54850000,19910000,9380000,10370000,43350000,62420000,145920000,22890000,3430000,6530000
Australia,AUS,1992,170130000,54850000,19650000,9730000,10300000,43040000,63940000,148360000,23520000,3480000,6900000
Australia,AUS,1993,167650000,54850000,19490000,10210000,9910000,43970000,65070000,149790000,24640000,3600000,7480000
Australia,AUS,1994,169140000,54850000,18790000,9900000,8450000,45680000,66750000,152540000,25220000,3690000,7880000
Australia,AUS,1995,166390000,54890000,18730000,10460000,7690000,46480000,69510000,158770000,26620000,3820000,8700000
Australia,AUS,1996,157010000,56820000,17140000,10810000,7730000,46320000,72030000,166060000,27320000,3830000,9210000
Australia,AUS,1997,155540000,59870000,16900000,10890000,7630000,47820000,73420000,170890000,28730000,3980000,9210000
Australia,AUS,1998,162530000,57850000,16080000,11120000,8540000,47930000,73440000,190150000,30570000,4060000,9580000
Australia,AUS,1999,194100000,60330000,16160000,11020000,8170000,47800000,74880000,195000000,30620000,4159999.8,9920000
Australia,AUS,2000,211080000,54110000,15580000,11290000,8570000,48320000,77180000,197770000,32849998,4230000,10310000
Australia,AUS,2001,229630000,31980000,15790000,11570000,10050000,47590000,76540000,205170000,34940000,4240000,10730000
Australia,AUS,2002,215150000,34050000,15900000,11910000,10680000,38230000,78290000,219690000,35310000,5070000,8850000
Australia,AUS,2003,136100000,37310000,14820000,12010000,11680000,44520000,78600000,211210000,35450000,6180000,8860000
Australia,AUS,2004,180360000,30480000,14420000,11860000,12340000,45540000,81480000,220910000,35810000,6190000,10080000
Australia,AUS,2005,137260000,30430000,14280000,11920000,13420000,44060000,81610000,224360000,37600000,6530000,11020000
Australia,AUS,2006,174940000,35540000,14070000,12120000,12870000,42920000,83550000,229130000,38100000,6060000,11630000
Australia,AUS,2007,165020000,31820000,14400000,12400000,13980000,43550000,85930000,236230000,40310000,5970000,12000000
Australia,AUS,2008,132259990,30180000,14870000,12480000,15200000,45070000,87710000,236130000,40570000,6040000,12300000
Australia,AUS,2009,139340000,33119998,14800000,13080000,15830000,41470000,87090000,245940000,41550000,6010000,11310000
Australia,AUS,2010,115770000,30250000,15120000,13210000,16700001,37310000,90080000,249440000,45680000,6170000,12490000
Australia,AUS,2011,220140000,-28020000,14490000,13650000,16920000,39860000,92270000,242340000,44240000,6100000,11990000
Australia,AUS,2012,219030000,-27430000,12840000,13900000,17360000,41340000,92960000,240440000,46320000,6210000,12970000
Australia,AUS,2013,138100000,-26260000,12020000,14180000,16790000,41370000,94400000,231690000,49430000,6310000,13000000
Australia,AUS,2014,160070000,-26910000,12180000,14670000,17250000,41360000,94540000,221380000,53710000,6260000,14170000
Australia,AUS,2015,151710000,-27750000,11540000,14920000,17920000,38040000,96780000,228510000,56040000,6630000,13530000
Australia,AUS,2016,120140000,4300000,12120000,15050000,18190000,39750000,98040000,234970000,55300000,7090000,14330000
Australia,AUS,2017,163360000,3650000,12210000,15060000,17860000,39850000,99510000,235310000,56740000,7620000,15350000
Australia,AUS,2018,159590000,4340000,12310000,15090000,17370000,41640000,101900000,229580000,57100000,7700000,16170000
Australia,AUS,2019,128560000,22690000,12400000,15000000,17050000,41600000,101900000,228970000,61760000,6370000,17740000
Australia,AUS,2020,104090000,13520000,12490000,15210000,16410000,41200000,95120000,221230000,60500000,5660000,13910000
Austria,AUT,1990,9830000,-13300000,3900000,12680000,4690000,9590000,14010000,20040000,600000,1290000,920000
Austria,AUT,1991,9770000,-13300000,3970000,14150000,4780000,10160000,15470000,20890000,460000,1260000,1020000
Austria,AUT,1992,9540000,-13300000,3930000,13410000,4150000,9220000,15490000,17650000,490000,1210000,1100000
Austria,AUT,1993,9190000,-13300000,3910000,13160000,4290000,9470000,15640000,17790000,470000,1100000,1160000
Austria,AUT,1994,9080000,-13300000,3810000,12140000,4340000,9330000,15690000,19310000,340000,1039999.94,1220000
Austria,AUT,1995,8680000,-13300000,3640000,13300000,3990000,9780000,15910000,20870000,340000,1070000,1360000
Austria,AUT,1996,8670000,-13300000,3450000,14750000,4130000,9900000,17550000,21440000,320000,1080000,1500000
Austria,AUT,1997,8610000,-13300000,3300000,13150000,4280000,11050000,16600000,21940000,320000,1080000,1560000
Austria,AUT,1998,8400000,-13310000,3180000,13170000,3960000,10380000,18740000,21050000,320000,1090000,1640000
Austria,AUT,1999,8330000,-13300000,3060000,13680000,3930000,9610000,18240000,20190000,330000,1110000,1580000
Austria,AUT,2000,8189999.5,-13290000,2950000,12530000,4070000.2,10780000,18990000,19800000,330000,1060000,1730000
Austria,AUT,2001,8109999.5,-5980000,2850000,13750000,4100000,10640000,20500000,21650000,330000,1070000,1700000
Austria,AUT,2002,8080000,-5980000,2850000,13040000,4200000,10390000,22440000,22150000,330000,1020000,1600000
Austria,AUT,2003,7660000,-5980000,2850000,13770000,4430000,11150000,24050000,24150000,330000,1039999.94,1500000
Austria,AUT,2004,7640000,-5980000,2920000,13270000,4000000,11820000,24380000,24950000,300000,1030000,1780000
Austria,AUT,2005,7580000,-5970000,2780000,12990000,3780000,11170000,25110000,25710000,280000,960000,2000000
Austria,AUT,2006,7510000,-5980000,2670000,12720000,3980000,11400000,23970000,24700000,290000,920000,2079999.9
Austria,AUT,2007,7470000,-5980000,2540000,10770000,4200000,11110000,24180000,23760000,290000,890000,2210000
Austria,AUT,2008,7760000,-5980000,2430000,11130000,4280000,11370000,23140000,23690000,270000,890000,2210000
Austria,AUT,2009,7370000,-5970000,2280000,10280000,3590000,10730000,22310000,20090000,280000,830000,1920000
Austria,AUT,2010,7480000,-5970000,2160000,10550000,3540000,11240000,23130000,24340000,280000,840000,2060000
Austria,AUT,2011,7670000,-6880000,2040000,9260000,3460000,11360000,22300000,24560000,280000,810000,2160000
Austria,AUT,2012,7380000,-6880000,1940000,8890000,3530000,11170000,22230000,22060000,290000,800000,2100000
Austria,AUT,2013,7410000,-6870000,1830000,9140000,3530000,10790000,23720000,21380000,280000,820000,2010000
Austria,AUT,2014,7470000,-6870000,1730000,8050000,3600000,10450000,23270000,19490000,270000,820000,2000000
Austria,AUT,2015,7550000,-6880000,1650000,8520000,3690000,10550000,23800000,19600000,259999.98,820000,2140000
Austria,AUT,2016,7540000,-6930000,1570000,8750000,3720000,10850000,24620000,18650000,259999.98,830000,2340000
Austria,AUT,2017,7460000,-6930000,1510000,8950000,3570000,10770000,25160000,20200000,259999.98,820000,2270000
Austria,AUT,2018,7330000,-6930000,1460000,8109999.5,3560000,10680000,25420000,17970000,250000,800000,2530000
Austria,AUT,2019,7180000,-6930000,1410000,8359999.5,3370000,10780000,25470000,19000000,250000,800000,2910000
Austria,AUT,2020,7200000,-6930000,1350000,8359999.5,3290000,10450000,22250000,17080000,250000,780000,950000
Azerbaijan,AZE,1990,5660000,-1590000,2240000,4960000,0,16299999,6400000,21850000,13780000,4280000,1050000
Azerbaijan,AZE,1991,5460000,-1590000,2370000,4660000,0,17040000,4920000,22520000,12920000,3180000,850000
Azerbaijan,AZE,1992,4720000,-1580000,2220000,3620000,390000,9150000,4130000,23070000,32410000,2700000,510000
Azerbaijan,AZE,1993,4360000,-1580000,2210000,2380000,310000,7180000,3810000,22420000,17410000,1780000,590000
Azerbaijan,AZE,1994,4080000,-1580000,2260000,4730000,259999.98,6910000,3340000,16940000,2400000,1540000,480000
Azerbaijan,AZE,1995,4100000,-1580000,2300000,3870000,170000,8580000,3440000,15470000,2450000,1180000,310000
Azerbaijan,AZE,1996,4100000,-1580000,2340000,4100000,200000,4440000,2790000,14860000,2230000,1039999.94,590000
Azerbaijan,AZE,1997,4340000,-1580000,2380000,4100000,259999.98,3930000,3310000,14330000,2240000,750000,580000
Azerbaijan,AZE,1998,4490000,-1560000,2430000,4470000,200000,2140000,3080000,15930000,2640000,790000,490000
Azerbaijan,AZE,1999,4660000,-1580000,2470000,4770000,190000,2600000,1620000,15970000,3220000,940000,440000
Azerbaijan,AZE,2000,4760000,-1550000,2510000,4310000,220000,2680000,2420000,16360001,3240000,1690000,300000
Azerbaijan,AZE,2001,5100000,-1810000,2560000,4680000,430000,2200000,2670000,15180000,3540000,1230000,560000
Azerbaijan,AZE,2002,5310000,-1810000,2610000,5230000,630000,3010000,3000000,14010000,3480000,380000,290000
Azerbaijan,AZE,2003,5510000,-1810000,2660000,5760000,720000,2390000,3230000,16320000,3510000,280000,590000
Azerbaijan,AZE,2004,5740000,-1810000,2710000,5660000,940000,1900000,3870000,15720000,3520000,390000,560000
Azerbaijan,AZE,2005,5870000,-1810000,2760000,5810000,980000,1690000,4320000,16510000,4740000,860000,1120000
Azerbaijan,AZE,2006,6140000,-1810000,2860000,5820000,1039999.94,1620000,4970000,16990000,6300000,180000,1260000
Azerbaijan,AZE,2007,6220000,-1810000,2970000,5520000,1090000,2280000,3890000,14490000,7980000,650000,1360000
Azerbaijan,AZE,2008,6490000,-1810000,3070000,6690000,1060000,2650000,4900000,13900000,9990000,800000,1520000
Azerbaijan,AZE,2009,6600000,-1810000,3170000,6010000,930000,1750000,4370000,11460000,10100000,1020000,1160000
Azerbaijan,AZE,2010,6630000,-1810000,3270000,6150000,950000,1440000,5090000,9900000,9830000,1060000,1450000
Azerbaijan,AZE,2011,6700000,-2850000,3380000,6230000,810000,1730000,5950000,11570000,9290000,1100000,1570000
Azerbaijan,AZE,2012,6820000,-2850000,3490000,5270000,1020000,2180000,6570000,13890000,9450000,1130000,1420000
Azerbaijan,AZE,2013,6890000,-2850000,3600000,5110000,1100000,2200000,7480000,13670000,9820000,1170000,1430000
Azerbaijan,AZE,2014,6980000,-2850000,3710000,5650000,1320000,2300000,7750000,14150000,9260000,1130000,1320000
Azerbaijan,AZE,2015,7410000,-2850000,3820000,6030000,1260000,2330000,6980000,14360000,8850000,1100000,980000
Azerbaijan,AZE,2016,7320000,-1920000,3920000,6750000,1160000,2800000,6510000,14260000,8750000,1020000,700000
Azerbaijan,AZE,2017,7180000,-1910000,4010000.2,6170000,1390000,1750000,7800000,14210000,8189999.5,1050000,630000
Azerbaijan,AZE,2018,7410000,-1910000,4110000.2,6340000,1560000,1350000,8610000,14080000,8560000,1150000,480000
Azerbaijan,AZE,2019,7590000,-1920000,4210000,8000000,1600000,2390000,8510000,14210000,8820000,1210000,1070000
Azerbaijan,AZE,2020,7870000,-1910000,4300000,7950000,1530000,3250000,6990000,13670000,8480000,1300000,1150000
Bahamas,BHS,1990,30000,40000,140000,230000,10000,650000,250000,860000,0,20000,610000
Bahamas,BHS,1991,30000,40000,140000,310000,10000,640000,220000,890000,0,20000,600000
Bahamas,BHS,1992,30000,40000,140000,259999.98,10000,590000,170000,920000,0,10000,590000
Bahamas,BHS,1993,30000,40000,140000,220000,10000,540000,150000,890000,0,10000,600000
Bahamas,BHS,1994,20000,40000,150000,220000,10000,550000,150000,910000,0,10000,590000
Bahamas,BHS,1995,30000,40000,150000,240000,10000,580000,180000,910000,0,10000,600000
Bahamas,BHS,1996,30000,90000,150000,230000,10000,570000,170000,910000,0,10000,610000
Bahamas,BHS,1997,30000,90000,150000,220000,10000,270000,180000,1020000,0,10000,610000
Bahamas,BHS,1998,40000,100000,160000,210000,10000,570000,180000,1100000,0,10000,620000
Bahamas,BHS,1999,30000,100000,160000,210000,10000,580000,180000,1150000,0,10000,640000
Bahamas,BHS,2000,30000,129999.99,160000,190000,20000,580000,180000,1150000,0,10000,650000
Bahamas,BHS,2001,30000,20000,160000,190000,20000,480000,180000,1170000,0,10000,670000
Bahamas,BHS,2002,30000,20000,170000,190000,20000,460000,180000,1230000,0,10000,660000
Bahamas,BHS,2003,20000,10000,170000,180000,30000,430000,180000,1310000,0,20000,710000
Bahamas,BHS,2004,50000,40000,170000,160000,30000,420000,180000,1310000,0,20000,660000
Bahamas,BHS,2005,30000,40000,170000,160000,40000,280000,200000,1300000,0,20000,630000
Bahamas,BHS,2006,30000,20000,180000,160000,40000,160000,220000,1350000,0,20000,670000
Bahamas,BHS,2007,30000,10000,180000,150000,50000,150000,220000,1390000,0,20000,720000
Bahamas,BHS,2008,40000,60000,180000,160000,50000,110000,230000,1470000,0,20000,950000
Bahamas,BHS,2009,30000,40000,190000,160000,60000,120000,320000,1390000,0,20000,480000
Bahamas,BHS,2010,20000,20000,190000,150000,60000,129999.99,440000,1270000,0,0,650000
Bahamas,BHS,2011,40000,60000,190000,210000,60000,170000,500000,1270000,0,30000,580000
Bahamas,BHS,2012,30000,10000,200000,400000,60000,280000,519999.97,1160000,0,40000,690000
Bahamas,BHS,2013,40000,70000,200000,690000,70000,280000,670000,1130000,0,50000,590000
Bahamas,BHS,2014,30000,20000,200000,360000,70000,310000,590000,1220000,0,50000,580000
Bahamas,BHS,2015,30000,20000,200000,300000,70000,259999.98,360000,1260000,0,30000,430000
Bahamas,BHS,2016,40000,40000,210000,240000,70000,220000,320000,1240000,0,20000,160000
Bahamas,BHS,2017,50000,90000,210000,280000,80000,200000,410000,1250000,0,30000,300000
Bahamas,BHS,2018,40000,10000,210000,380000,80000,259999.98,710000,1380000,0,60000,300000
Bahamas,BHS,2019,40000,20000,210000,350000,80000,230000,580000,1410000,0,50000,290000
Bahamas,BHS,2020,40000,30000,220000,330000,90000,210000,540000,1320000,0,50000,190000
Bahrain,BHR,1990,40000,0,2520000,129999.99,180000,30000,1020000,9540000,2500000,0,1450000
Bahrain,BHR,1991,40000,0,2580000,140000,200000,30000,1039999.94,9120000,2450000,0,1060000
Bahrain,BHR,1992,40000,0,2650000,150000,250000,30000,1150000,10900000,2620000,0,970000
Bahrain,BHR,1993,30000,0,2710000,150000,280000,30000,1190000,11650000,2730000,0,970000
Bahrain,BHR,1994,30000,0,2780000,160000,360000,30000,1210000,11930000,2740000,0,1110000
Bahrain,BHR,1995,30000,0,3260000,160000,390000,40000,1260000,12040000,2760000,0,1160000
Bahrain,BHR,1996,30000,0,3760000,180000,480000,50000,1290000,12610000,2790000,0,1080000
Bahrain,BHR,1997,30000,0,4270000,250000,570000,70000,1360000,12730000,2930000,0,770000
